name,clean_name,approvaldt,origin,diameter,center_lon,center_lat,type,code,approval,min_lon,max_lon,min_lat,max_lat,ethnicity,continent,quad_name,quad_code,link
Lovell R,Lovell R,1/1/2006,"James A., Jr.; American astronaut (1928-Live).",20.7441,215.4018512,-37.61642522,Satellite Feature,SF,Adopted by IAU,214.9688129,215.8330479,-37.95872116,-37.27462387,American,North America,Apollo,LAC-121,http://planetarynames.wr.usgs.gov/Feature/10946
Lowell W,Lowell W,1/1/2006,Percival; American astronomer (1855-1916).,18.3375,252.7943683,-10.16374191,Satellite Feature,SF,Adopted by IAU,252.509985,253.0788326,-10.44537354,-9.882102966,American,North America,Lowell,LAC-90,http://planetarynames.wr.usgs.gov/Feature/10947
Lubbock C,Lubbock C,1/1/2006,"Sir John William; British astronomer, mathematician (1803-1865).",7.45629,39.88279795,-4.886331732,Satellite Feature,SF,Adopted by IAU,39.75940132,40.00619698,-5.009277344,-4.763385773,Great Britain,Europe,Colombo,LAC-79,http://planetarynames.wr.usgs.gov/Feature/10948
Maraldi D,Maraldi D,1/1/2006,"Giovanni Domenico; Italian-born French astronomer, geodesist (1709-1788); Giacomo Filippo; Italian-born French astronomer (1665-1729).",66.4851,36.07722443,16.74459986,Satellite Feature,SF,Adopted by IAU,34.93245888,37.22206688,15.64827919,17.8409214,Italy,Europe,Macrobius,LAC-43,http://planetarynames.wr.usgs.gov/Feature/11131
Maraldi E,Maraldi E,1/1/2006,"Giovanni Domenico; Italian-born French astronomer, geodesist (1709-1788); Giacomo Filippo; Italian-born French astronomer (1665-1729).",31.8226,35.75527839,17.86817233,Satellite Feature,SF,Adopted by IAU,35.2039814,36.30659294,17.34345055,18.39289665,Italy,Europe,Macrobius,LAC-43,http://planetarynames.wr.usgs.gov/Feature/11132
Lyot N,Lyot N,1/1/2006,Bernard Ferdinand; French astronomer (1897-1952).,14.7965,83.6677504,-52.92778098,Satellite Feature,SF,Adopted by IAU,83.26305199,84.07245064,-53.17175865,-52.68380165,France,Europe,Lyot,LAC-129,http://planetarynames.wr.usgs.gov/Feature/10994
Lyot P,Lyot P,1/1/2006,Bernard Ferdinand; French astronomer (1897-1952).,13.4725,85.80538534,-47.70002673,Satellite Feature,SF,Adopted by IAU,85.47533989,86.13543129,-47.92217255,-47.47787857,France,Europe,Mare Australe,LAC-116,http://planetarynames.wr.usgs.gov/Feature/10995
Lyot R,Lyot R,1/1/2006,Bernard Ferdinand; French astronomer (1897-1952).,32.4709,87.34022021,-46.17193779,Satellite Feature,SF,Adopted by IAU,86.56760597,88.11284065,-46.70734787,-45.63652802,France,Europe,Mare Australe,LAC-116,http://planetarynames.wr.usgs.gov/Feature/10996
Lexell F,Lexell F,1/1/2006,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",7.46235,354.6249594,-36.56062609,Satellite Feature,SF,Adopted by IAU,354.4717693,354.7781506,-36.68367195,-36.43758011,Sweden,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10779
Lexell G,Lexell G,1/1/2006,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",9.25622,355.0630925,-37.30349738,Satellite Feature,SF,Adopted by IAU,354.8711834,355.2550068,-37.45612144,-37.15087128,Sweden,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10780
Lexell H,Lexell H,1/1/2006,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",8.97803,355.1224665,-36.5816007,Satellite Feature,SF,Adopted by IAU,354.938097,355.3068409,-36.72963905,-36.43356133,Sweden,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10781
Lexell K,Lexell K,1/1/2006,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",10.3915,353.5193254,-35.97714368,Satellite Feature,SF,Adopted by IAU,353.3076038,353.7310505,-36.148489,-35.80579758,Sweden,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10782
Lexell L,Lexell L,1/1/2006,"Anders Johan; Swedish-Russian mathematician, astronomer (1740-1784).",7.183,353.884574,-36.04379596,Satellite Feature,SF,Adopted by IAU,353.7380733,354.0310764,-36.16223526,-35.92535591,Sweden,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10783
Licetus A,Licetus A,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",8.10463,3.197748783,-47.85099545,Satellite Feature,SF,Adopted by IAU,2.998533249,3.39696312,-47.98463249,-47.71735764,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10784
Licetus B,Licetus B,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",11.7468,4.831418722,-46.5001469,Satellite Feature,SF,Adopted by IAU,4.550035477,5.112802505,-46.69384003,-46.3064537,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10785
Licetus F,Licetus F,1/1/2006,"Liceti, Fortunio; Italian physicist, philosopher, doctor (1577-1657).",28.8943,0.93855957,-46.0683739,Satellite Feature,SF,Adopted by IAU,0.251871109,1.625249863,-46.54480934,-45.59193802,Italy,Europe,Tycho,LAC-112,http://planetarynames.wr.usgs.gov/Feature/10789
